disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
3408,,,,,,,,,,,887180292df674e42d911dcf3f24321e,2020-06-01T12:49:27.513Z,5bd0fe63f3402972aec39553
4404,6960,41851872.57,24098943.9,17752928.67,257015489.51,54868652.89,181202891.68,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,6022764,a914f38e9ac6d896fa2b102931a15b39,2021-02-12T06:03:27.197Z,5bd4f262b898c430dbab6d5c
4405,,,,,1814983.05,379263.46,1294219.08,2021-02-12T00:00:00.000Z,,0,bf0d6f600ef449f9c4e09634306e9f3e,2021-02-12T03:43:16.561Z,5bda3876b898c430dbb16a49
4406,,,,,17815477.85,10539014.19,6327819.14,2021-02-12T00:00:00.000Z,,603087.34,efce2c9f6a49899e1d88fcdaac138628,2021-02-12T03:43:16.563Z,5be0de27b898c430dbb8e955
5279,,,,,,,,,,0,dfc696b971abf3307e8090b417a9e6bf,2020-06-02T13:22:22.656Z,5be623fbb898c430dbbee4e9
5278,,,,,,,,,,260393.25,d8cca7cc2e9defcfc505c7b435bd5090,2021-01-14T01:04:13.121Z,5be623fbb898c430dbbee4ea
5280,,,,,,,,,,0,ab271a23e7cf67134bdc78018d156cce,2020-06-02T13:22:22.657Z,5be623fbb898c430dbbee4eb
3409,,,,,,,,,,,dd1fd2d8654d86908b9f965e9ea48f85,2020-06-01T12:49:27.530Z,5be7759bb898c430dbc06414
4407,8075,91005713.68,59179529.29,31826184.39,983065793.32,778819327.71,132606064.36,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,35421694.74,cb18f8cd2b4f7de7c2765d31db7846f2,2021-02-12T06:03:27.198Z,5beb6a01b898c430dbc4df87
4408,,,,,80946100.42,5939130.92,71645927.46,2021-02-12T00:00:00.000Z,,4123925.9,2b63a1c98563b04a415928d641cf7d3b,2021-02-12T03:43:16.565Z,5bfddf3ab898c430dbd9cf20
4409,,,,,4260174.04,98165.18,4162008.86,2021-02-12T00:00:00.000Z,,0,f553018171e0b3f9c3a5a84a155a5e2c,2021-02-12T03:43:16.567Z,5c01cf6bb898c430dbdbe948
3410,,,,,,,,,,,9d02ffee0a79ec26d27f94a6aaa84a5a,2020-06-01T12:49:27.528Z,5c03250db898c430dbdc380e
4410,,,,,1346818.72,37890.71,924633.34,2021-02-12T00:00:00.000Z,,0,95f981e0e33a0106ae729bc4f4dd0fcf,2021-02-12T03:43:16.567Z,5c086b17a0d7bc63480ba71f
4411,,,,,36691813.43,5005926.44,28621888.93,2021-02-12T00:00:00.000Z,,2823444.25,b6c25ca9d1564c5c3c150d3d00f12b76,2021-02-12T03:43:16.568Z,5c198abbcac9735a7f641fbe
4412,,,,,22910105.38,4961046.83,15916084.56,2021-02-12T00:00:00.000Z,,117439,c2ffc83cb0764dc0b30769208d76503f,2021-02-12T03:43:16.569Z,5c5390ece53ef16627c21e93
4413,4356,28142448.44,27802706.64,339741.8,59289501.41,8143511.58,49102821.97,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2101921.5,75e62d9f9794349dc4e966cd8b71be4f,2021-02-12T06:03:27.202Z,5c5390ece53ef16627c21e94
4414,,,,,767917.3,158236.74,52768.43,2021-02-12T00:00:00.000Z,,157923.75,ea03b289a556fd41459c2f4dc689d5f1,2021-02-12T03:43:16.572Z,5c54e263e53ef16627c3a255
4415,,,,,5805213.83,423536.43,4771614.47,2021-02-12T00:00:00.000Z,,527149.75,39f613e91ab2804ea0b16c6d64a27969,2021-02-12T03:43:16.574Z,5c6753cee53ef16627d8e597
4416,,,,,58403994.06,8106971,45002709.31,2021-02-12T00:00:00.000Z,,1947810.92,194c8e650fb8a7347c3e1cb53f08cfbf,2021-02-12T03:43:16.575Z,5c74827ce53ef16627e80ea6
4417,,,,,3495419.65,370128.05,2759117.06,2021-02-12T00:00:00.000Z,,28665,f5ca3e1f6b7d63973709f488943dd77e,2021-02-12T03:43:16.578Z,5c74827ce53ef16627e80ea5
4418,,,,,9384063.24,925441.25,7738081.74,2021-02-12T00:00:00.000Z,,259476,a078cc3af12417ab0a2d7ee305d53524,2021-02-12T03:43:16.579Z,5c7dbcdde53ef16627f2b0a8
4419,136,1297359.78,1029356.42,268003.36,3689283.38,3138999.08,,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,485413.13,7c448a5e589073c54b3621bad8d8c471,2021-02-12T06:03:27.205Z,5c7f0e6ce53ef16627f434c7
5281,,,,,,,,,,0,553e4f7927f1528470b50af3a656de39,2020-06-02T13:22:22.658Z,5c86e953e53ef16627fd4a30
4420,3428,27279186.25,24356998.74,2922187.51,186439458.05,23912244.28,150532804.53,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,8885193.92,1fcf9738a3622164fda82c27b39c307b,2021-02-12T06:03:27.205Z,5c941c2e8e3669211bc5e167
4421,1735,15339113.18,13557850.66,1781262.52,133538149.75,25990319.11,100539805.54,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,33026569.75,97de9f6515a338c66e1c5ba54259653c,2021-02-12T06:03:27.206Z,5c96bf318e3669211bc8e870
4422,,,,,457660.31,18086.25,398067.56,2021-02-12T00:00:00.000Z,,8628,26041a56d7384556d617b330a1235f24,2021-02-12T03:43:16.584Z,5c9aaf968e3669211bcd6fbd
4423,,,,,1739759.14,215110.26,1524648.88,2021-02-12T00:00:00.000Z,,40833,7ac9a029c087179cc9a33eccb40f786e,2021-02-12T03:43:16.587Z,5c9ea4038e3669211bd1f956
4425,,,,,173369.86,87921.9,85447.96,2021-02-12T00:00:00.000Z,,206208,5fb78ba9fe4c4dc58a0574f310790d02,2021-02-12T03:43:16.588Z,5cabd2f48e3669211be12d9f
4424,,,,,46318310.89,790792,43858400.32,2021-02-12T00:00:00.000Z,,6221127.2,d3996e1aad03ec010884307ecef8a650,2021-02-12T03:43:16.588Z,5cabd2f48e3669211be12d9e
4426,,,,,5163743.93,1121925.87,3350292.21,2021-02-12T00:00:00.000Z,,185267,2af5b070459c4d0e1a95b459b60e084e,2021-02-12T03:43:16.589Z,5cb7b1448e3669211bef1bf8
4428,,,,,77708050.04,1034169.08,71557800.61,2021-02-12T00:00:00.000Z,,2490135,d404d49beb6eec06f5ed3a9f0125f1a5,2021-02-12T03:43:16.591Z,5cb7b1448e3669211bef1bf9
4427,,,,,19694405.64,2917187.1,15090355.46,2021-02-12T00:00:00.000Z,,76725,435c9a53211034afe04b2a25c23072f9,2021-02-12T03:43:16.590Z,5cb7b1448e3669211bef1bfa
4429,309,1682322.34,1363685.52,318636.82,26010003.3,3233446.43,21635001.35,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1386561,de1c913d61591042d49937e6ded27fbe,2021-02-12T06:03:27.210Z,5cbf99698e3669211bf87aa0
4430,,,,,609262.95,10137.9,546562.88,2021-02-12T00:00:00.000Z,,0,b0a3e5c842e2fa419e44c41f45a44988,2021-02-12T03:43:16.593Z,5cc78725a4393f7460f2478b
4432,,,,,22648675.19,3556456.06,16593378.3,2021-02-12T00:00:00.000Z,,724373,90ee7ab69822869fc0a4892c13d30a1c,2021-02-12T03:43:16.595Z,5ccb7ba9a4393f7460f70030
4431,,,,,33055627.27,4922223.71,26059932.8,2021-02-12T00:00:00.000Z,,870995.5,1f2716b6273ca79c72ad5f930bd0307a,2021-02-12T03:43:16.594Z,5ccb7ba9a4393f7460f7002f
4433,,,,,754539.87,475501.16,204544.2,2021-02-12T00:00:00.000Z,,0,33381dbc4ad82b7119b411544a4542e0,2021-02-12T03:43:16.603Z,5cd4b154a4393f74600206ed
4434,,,,,24709049.48,7767462.98,15116899.57,2021-02-12T00:00:00.000Z,,1400887.55,e4775c076b1c4f200f9a1cf774d05b73,2021-02-12T03:43:16.603Z,5ce08f2ea4393f746010331f
4436,,,,,555139.68,549348.57,,2021-02-12T00:00:00.000Z,,0,3d26faef4f9b1eb19c9b62f3f298d432,2021-02-12T03:43:16.607Z,5ce487c2a4393f746014ee79
4435,,,,,28067380.7,5617532.3,20575506.05,2021-02-12T00:00:00.000Z,,5977361.5,13bc19d056485f8cf1d327a07ad42658,2021-02-12T03:43:16.606Z,5ce487c2a4393f746014ee7a
4437,,,,,1065178,17520.99,915016.51,2021-02-12T00:00:00.000Z,,117213.75,302ac0b8b58f90dd0ce499abbb8c87f2,2021-02-12T03:43:16.609Z,5ce87842a4393f746019a90a
3411,,,,,,,,,,,6bacdca271a9bdb0ce36f3147e079137,2020-06-01T12:49:27.531Z,5ce9c9dca4393f74601b3cf8
3412,,,,,,,,,,,de005c5ebaaa4d43498bf608930df5c9,2020-06-01T12:49:27.532Z,5cef0f5ba4393f7460218a9f
3413,,,,,0,0,,2021-02-12T00:00:00.000Z,,,98b34f4fb137c1805824247e3a66f36d,2021-02-12T03:43:16.062Z,5cf06169a4393f7460231e08
3414,,,,,,,,,,,23cd42e41096030d887cb0534f7ab087,2020-06-01T12:49:27.531Z,5cf1b301a4393f746024b24c
4438,2202,15558122.79,13329465.45,2228657.34,55945816.33,8123483.7,44665031.43,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,456848.25,c87b004eeae99fa42e20cf15817a0434,2021-02-12T06:03:27.217Z,5cf455d8a4393f746027d982
4439,,,,,21025835.2,2033002.74,17723651.17,2021-02-12T00:00:00.000Z,,0,ab8026335b33c0a1fe5d75b5bc0b646d,2021-02-12T03:43:16.611Z,5cf5a729a4393f7460296cb3
4441,925,9053665.36,8496507.52,557157.84,42412158.02,11680570.72,26873612.65,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,5795368.6,376f067cc867f868842fc6d982377f43,2021-02-12T06:03:27.219Z,5cfc3ee7a4393f746031535c
4440,919,2154577.84,1777702.8,376875.04,48403263.61,5016985.59,42239142.35,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,6592824.95,f3d2fb457c37b116650713370b3840b6,2021-02-12T06:03:27.218Z,5cfc3ee7a4393f746031535b
4442,,,,,62651902.44,5444219.25,54271123.03,2021-02-12T00:00:00.000Z,,281156.57,76763eacf793be744a3ae6be5e4ac6ba,2021-02-12T03:43:16.614Z,5d0184d2a4393f746037a60a
4443,,,,,3007623.38,44226.87,2771844.27,2021-02-12T00:00:00.000Z,,89995.76,8a46db949a5753ce227694fba5e6e9e0,2021-02-12T03:43:16.615Z,5d0184d2a4393f746037a609
4444,,,,,8083693.98,2276257.2,4797546.18,2021-02-12T00:00:00.000Z,,283133.59,6bdcb231b93cd5973fe465c465e001d8,2021-02-12T03:43:16.616Z,5d0184d2a4393f746037a608
4445,,,,,4218464.45,168922.74,3619754.63,2021-02-12T00:00:00.000Z,,82135.5,6c9787613dc477dea27a5e033d5ea6bf,2021-02-12T03:43:16.617Z,5d04274fa4393f74603acf80
4446,,,,,995060.85,96342.38,814934.82,2021-02-12T00:00:00.000Z,,0,a85a638519016924908b3a515605bed6,2021-02-12T03:43:16.618Z,5d081c6ca4393f74603f8c55
4447,1646,5078955.35,3733446.17,1345509.18,11448883.83,9475684.47,642726.91,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2029753.88,511550c0e12453cab6b4ed6d35bd819d,2021-02-12T06:03:27.224Z,5d0971f8a4393f74604121a4
4448,,,,,1179421.02,251829.49,909550.93,2021-02-12T00:00:00.000Z,,0,11537f5d635674a982be297ec4227ee6,2021-02-12T03:43:16.620Z,5d0d6690a4393f746045e59e
4449,,,,,13002244.92,2442241.91,10172760.13,2021-02-12T00:00:00.000Z,,489832.25,44306240a05cee51674abaf3cd729bde,2021-02-12T03:43:16.621Z,5d0d6690a4393f746045e59f
4450,,,,,5191323.27,2454193.62,2188984.34,2021-02-12T00:00:00.000Z,,0,137e35741148d81c3bca4ac065fc5e22,2021-02-12T03:43:16.623Z,5d0d6690a4393f746045e59d
5282,,,,,33204.7,33204.7,,2021-02-12T00:00:00.000Z,,0,34059eb72f7f0acd25ad86944bf340af,2021-02-12T03:43:17.206Z,5d1a90e8a4393f746055b2ab
3415,,,,,,,,,,,4a6a3dd6ea19a074348ec0904dbfbe6f,2020-06-01T12:49:27.535Z,5d251df987fac86ceb971fcd
4451,1497,7477718.54,6244990.15,1232728.39,67579958.49,13697325.34,51039451.09,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,1115392.08,88460ebb8e96331ce19fcd3144993ac4,2021-02-12T06:03:27.226Z,5d251df987fac86ceb971fce
4452,,,,,2341030.15,236296.8,1686525.48,2021-02-12T00:00:00.000Z,,247396,feb0ca35dad72f9a0c017fc53ac3fff3,2021-02-12T03:43:16.663Z,5d251df987fac86ceb971fcf
3416,,,,,,,,,,,132cce007451832adc2f25c014f8d260,2020-06-01T12:49:27.515Z,5d2912ad87fac86ceba22594
4453,,,,,3513834.79,436668.56,2608985.75,2021-02-12T00:00:00.000Z,,56083.48,e9d21e5f2d5db6718a6ec331278abfd5,2021-02-12T03:43:16.679Z,5d2912ad87fac86ceba22595
4454,2400,12935602.31,11071633.14,1863969.17,,,,,2021-02-12T00:00:00.000Z,0,4fd3df52132a1f978883142c689ecbe3,2021-02-12T06:03:27.227Z,5d2fa9fa87fac86cebb48e19
5283,,,,,,,,,,0,41851c3ffbc6bc4794af93f023d31707,2020-06-02T13:22:22.659Z,5d2fa9fb87fac86cebb48e1a
5284,,,,,,,,,,0,ffe98df459cbe3e558364588f11a55cc,2020-06-02T13:22:22.660Z,5d38e4b087fac86cebce61ba
5286,,,,,,,,,,0,3e2f065f84a45a64a36150001b4f37ef,2020-06-02T13:22:22.662Z,5d3f7c1af8b901366549a4df
5285,,,,,0,0,,2021-02-12T00:00:00.000Z,,153363,2106f7b799907e69f706b0c6758eadd5,2021-02-12T03:43:17.208Z,5d3f7c1af8b901366549a4e0
4455,,,,,4684339.71,449912.03,3763829,2021-02-12T00:00:00.000Z,,0,8c78ffc2c45639257ff087bcda19c493,2021-02-12T03:43:16.682Z,5d46139ef8b90136655bdf6f
4456,,,,,500961.65,25677.44,475284.21,2021-02-12T00:00:00.000Z,,0,8bacc6980788f256a1ecb7d06ad66bab,2021-02-12T03:43:16.684Z,5d4b597cf8b90136656a74aa
4457,,,,,2315606.67,117435.25,2042634.67,2021-02-12T00:00:00.000Z,,28809,ae16a8ebbf41de0e684b403d5f42d59a,2021-02-12T03:43:16.686Z,5d57370cf8b90136658b5921
5287,,,,,21472.57,21472.57,,2021-02-12T00:00:00.000Z,,0,9ccf4f2fcb2006b3d2e8a85fed105ee2,2021-02-12T03:43:17.209Z,5d5dcea1f8b90136659dabf4
5288,,,,,68460.68,17115.17,,2021-02-12T00:00:00.000Z,,74773.27,77f79f56611af2082c6f89b5c8d6d619,2021-02-12T03:43:17.209Z,5d5dcea1f8b90136659dabf3
5290,,,,,0,,,2021-02-12T00:00:00.000Z,,0,523df765b54b867966905ed0ef92c2bb,2021-02-12T03:43:17.210Z,5d607196f8b9013665a50105
5289,,,,,,,,,,0,129b0e3e522feca2dc6ff5375f5eac14,2020-06-02T13:22:22.664Z,5d607196f8b9013665a50106
5291,,,,,,,,,,0,ac1b494286af583aa4e9b418127ad54c,2020-06-02T13:22:22.666Z,5d64661ef8b9013665b00034
4458,,,,,37512589.7,28778356.94,7576162.32,2021-02-12T00:00:00.000Z,,0,416862fddbedd84107f275c2d24276b3,2021-02-12T03:43:16.688Z,5d65b77cf8b9013665b3ab90
4459,,,,,17783163.71,10905330.61,5347174.35,2021-02-12T00:00:00.000Z,,1532078.19,ad05ff9019dcc50f801c76de8cd7ac3b,2021-02-12T03:43:16.689Z,5d65b77cf8b9013665b3ab8f
3417,,,,,,,,,,,2faccacee019070dc0c611cfe6a8d20a,2020-06-01T12:49:27.537Z,5d670922f8b9013665b75791
3418,,,,,,,,,,,cd0a78f76e88a949d0d1e972b087b98a,2020-06-01T12:49:27.536Z,5d685a74f8b9013665bb0216
3419,,,,,,,,,,,c1755e81bb5f93330891efa968e04fa3,2020-06-01T12:49:27.538Z,5d69ac13f8b9013665beadc5
3420,,,,,,,,,,,2952db45d55a1b870fc0603b70589837,2020-06-01T12:49:27.537Z,5d6afd78f8b9013665c25bba
5292,,,,,,,,,,0,ac4ff4c2a549eaa279dc82ac3c6897ee,2020-06-02T13:22:22.667Z,5d6c4ef9f8b9013665c6092d
3421,,,,,,,,,,,0cd687913f94b590dab3f8d7018e6df9,2020-06-01T12:49:27.540Z,5d6da09cf8b9013665c9b7ba
3422,,,,,,,,,,,b603c400249c5c19731bde702f82ac98,2020-06-01T12:49:27.539Z,5d6da09cf8b9013665c9b7bb
3423,,,,,,,,,,,d879eb56d71b94b3a7c1aff1ee581d5d,2020-06-01T12:49:27.540Z,5d7043a9f8b9013665d1156c
4460,,,,,5619655.92,260360.84,4886601.6,2021-02-12T00:00:00.000Z,,180861.09,77ad5da1eb4d3328c9eccec387ef1c21,2021-02-12T03:43:16.690Z,5d7c20f2f8b9013665f23ff0
4461,,,,,48686096.36,30453367.99,15588622.09,2021-02-12T00:00:00.000Z,,0,b69e2e87b183bb91dd639e18f4408535,2021-02-12T03:43:16.691Z,5d840a063bd9d01d21b66d18
4462,,,,,14793969.76,11107171.36,3079052.88,2021-02-12T00:00:00.000Z,,0,8a5593df83f5e3905529e59fd9334282,2021-02-12T03:43:16.693Z,5d840a063bd9d01d21b66d19
4463,,,,,5830923.45,1274661.66,4297061.22,2021-02-12T00:00:00.000Z,,367360.5,530323cefb14dea2f35d058bd0528f9d,2021-02-12T03:43:16.693Z,5d8aa18d3bd9d01d21c8df79
4464,,,,,40022984.95,26043940.49,8884523.8,2021-02-12T00:00:00.000Z,,141016,8f27bce88050ab585e9de930d71199d9,2021-02-12T03:43:16.694Z,5d928aab3bd9d01d21df1bd7
4465,,,,,33983824.17,20299705.05,11190256.3,2021-02-12T00:00:00.000Z,,285736,937402ee3826279c53e9ebd075939fb3,2021-02-12T03:43:16.696Z,5d97d0822c329b6f98f8918c
4466,11222,69487540.11,57584567.11,11902973,,,,,2021-02-12T00:00:00.000Z,0,e298d4b7729354efd5f5af2fae509cf6,2021-02-12T06:03:27.234Z,5d97d0822c329b6f98f8918d
3424,,,,,,,,,,,8a556b95a944b7463667f4dec28d8711,2020-06-01T12:49:27.541Z,5d9bc4fc2c329b6f9803ae09
4467,,,,,1736254.67,78895.76,1538082.36,2021-02-12T00:00:00.000Z,,11862,a0a3c2b8a1c93567f1a861321a81e2c1,2021-02-12T03:43:16.698Z,5d9d16a22c329b6f98076302
5293,,,,,11048289.53,441785.35,,2021-02-12T00:00:00.000Z,,0,f26bb90320b1e98a94c335a041e8beaf,2021-02-12T03:43:17.214Z,5da1f457c39eed63acf35c42
3425,,,,,,,,,,,5db4426dd93c67e052cca85f7ecfc485,2020-06-01T12:49:27.550Z,5daf4c1e0681f121ebf76b52
4468,,,,,26832420.71,10048738.55,14306192.31,2021-02-12T00:00:00.000Z,,1010657,4848025da7aa6b9d9e26e5e19176e514,2021-02-12T03:43:16.701Z,5daf944f4706a37ce029739b
5294,,,,,110836.8,9740.22,,2021-02-12T00:00:00.000Z,,0,e8a665140263ae48f4869a44db748a61,2021-02-12T03:43:17.214Z,5db150ca6f04d66e52a4dd9c
5295,,,,,3653752.15,3454876.06,,2021-02-12T00:00:00.000Z,,0,d5ef9edc771011c95664270fcf6e630a,2021-02-12T03:43:17.215Z,5db3f4f78b2149080489b310
5296,,,,,5218316.1,79820.94,,2021-02-12T00:00:00.000Z,,0,15ddad8e5bae751b8a03f25e1f4598f5,2021-02-12T03:43:17.215Z,5db3f4f78b2149080489b311
5297,,,,,407375.02,27375.16,,2021-02-12T00:00:00.000Z,,0,d156b716521d678c6b06d94d72daa733,2021-02-12T03:43:17.216Z,5db8d58ae63a2d14303e5748
5298,,,,,2591137.42,19377.83,,2021-02-12T00:00:00.000Z,,0,1a93f0d845d5ef6e191ab9ac1e801fc3,2021-02-12T03:43:17.216Z,5dba21d398bc964026343e3e
5301,,,,,60983.3,4723.8,,2021-02-12T00:00:00.000Z,,0,f1cd221a6a9f9d389e83d308c8b5ea17,2021-02-12T03:43:17.218Z,5dc0168346885142ca17955b
5300,,,,,662208.69,28811.24,,2021-02-12T00:00:00.000Z,,0,45381faa246262b9b6a4ef2c3e0ab4e1,2021-02-12T03:43:17.217Z,5dc0168346885142ca17955a
5302,,,,,6182370.58,19274.07,,2021-02-12T00:00:00.000Z,,0,3337a470c28f5e9e86743b6e3d5c18e9,2021-02-12T03:43:17.218Z,5dc0bd0a4162a910b57dcdc3
5299,,,,,368988.62,21291.8,,2021-02-12T00:00:00.000Z,,0,f23b04f5f30949c77d3b460324bcde65,2021-02-12T03:43:17.217Z,5dc0bd0a4162a910b57dcdc4
4469,1318,4850094.6,4377550.42,472544.18,10165301.48,1993998.42,7969617.55,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,15882,0f8b62fc803072441310cc1c03bada6b,2021-02-12T06:03:27.235Z,5dd332228ca22d24d418be01
5303,,,,,463092.38,137372.41,,2021-02-12T00:00:00.000Z,,0,f61751e58d33e619619cf40b9317c938,2021-02-12T03:43:17.218Z,5ddf0f828c4b135dd004c736
5304,,,,,,,,,,183236.88,4073ccc4df1f7a01f23de243b1883180,2020-11-25T01:04:10.943Z,5ddf0f828c4b135dd004c737
5305,,,,,,,,,,0,14afa5e77387ad53f580137b8a7971bf,2020-06-02T13:22:22.686Z,5ddf0f828c4b135dd004c738
4471,,,,,6594124.01,3516624.25,2337432.4,2021-02-12T00:00:00.000Z,,0,22547f7f512f45bc297fa471bd5d6d86,2021-02-12T03:43:16.705Z,5dec352544d9812d16defde9
4470,,,,,13601103.65,6102610.7,6724209.73,2021-02-12T00:00:00.000Z,,0,f16a5b628d365e26cd3394f614848526,2021-02-12T03:43:16.704Z,5dec352544d9812d16defdea
4472,,,,,11736441.68,1578299.57,10154250.25,2021-02-12T00:00:00.000Z,,0,573c62a4bcc40d5e2e41021c9b2fa1b9,2021-02-12T03:43:16.706Z,5dfd614e44d9812d16101c94
3426,,,,,,,,,,,2e2f8464ae101bf3c87f6092f6400f14,2020-06-01T12:49:27.550Z,5e17415a3aa6a229b4dc3920
4473,14144,73623542.13,71423075.84,2200466.29,243901081.57,243119916.34,377183.43,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,0,d5e1a1a7a347b33ace0a7fe09b404f59,2021-02-12T06:03:27.237Z,5e21121aedcb3461e3e76402
4474,,,,,3890081.22,393451.02,3338689.5,2021-02-12T00:00:00.000Z,,0,f425b267c9b39bf2e6d2d8de05aeb277,2021-02-12T03:43:16.709Z,5e224c2aedcb3461e3eb0ced
4475,,,,,9205579.01,1389910.11,6982019.95,2021-02-12T00:00:00.000Z,,428175,84bddd2fd166f58e09f61e66bf620737,2021-02-12T03:43:16.709Z,5e2792123ed9ed4541951bc7
4476,787,2850205.51,2138250.25,711955.26,15626872.41,10633373.21,4190382.68,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,0,8ac671357116e107b4f88c87448f6810,2021-02-12T06:03:27.239Z,5e6194349fec1928136ab15b
5306,,,,,,,,,,0,9c5b1797ec274a0b450f855c210b404d,2020-06-02T13:22:22.687Z,5e681d7b2a0b690ec42fc9b1
4477,,,,,3891197.08,227918.31,2880783.23,2021-02-12T00:00:00.000Z,,0,6c328f1d9fcf59e8732ac139d5a84990,2021-02-12T03:43:16.711Z,5e696f0f2a0b690ec435ee63
4478,,,,,4772201.81,791481.12,3437334.75,2021-02-12T00:00:00.000Z,,0,091e7b8f93f921014d8f0dd87843f116,2021-02-12T03:43:16.712Z,5e6ac0cf0eb4373790a9cb0f
3428,,,,,153122.79,153122.79,,2021-02-12T00:00:00.000Z,,,31d51b2db071f1784ef6e69c32e5191e,2021-02-12T03:43:16.066Z,5e6eb540c101911ebd71e9e0
3427,,,,,,,,,,,cd43b9a766e3d66f3098d74b5aa94a6a,2020-06-01T12:49:27.551Z,5e6eb540c101911ebd71e9e1
3429,,,,,,,,,,,0e3bed9c5578ad0c92d69f3c0b1f4326,2020-06-01T12:49:27.553Z,5e6eb540c101911ebd71e9e2
3430,,,,,,,,,,,72fad31ab6964f0906d7cd55bc55593e,2020-06-01T12:49:27.553Z,5e6eb540c101911ebd71e9e3
3431,,,,,,,,,,,98f60371296e0774037246578088d34f,2020-06-01T12:49:27.554Z,5e6eb540c101911ebd71e9e4
3432,,,,,,,,,,,e5ded0ace3f2bf232f93187c0864a4f5,2020-06-01T12:49:27.556Z,5e6eb540c101911ebd71e9e5
3433,,,,,,,,,,,b977ccfa0c3f7ef9c0c7ba3f358bf08b,2020-06-01T12:49:27.555Z,5e6eb540c101911ebd71e9e6
3434,,,,,,,,,,,d1d535b7fa32f1123d7ecc65ba03d696,2020-06-01T12:49:27.556Z,5e6eb540c101911ebd71e9e7
3437,,,,,,,,,,,6e955105f8e02935d2fb13da141f59f8,2020-06-01T12:49:27.559Z,5e6eb540c101911ebd71e9e8
3435,,,,,0,,,2021-02-12T00:00:00.000Z,,,271e79e254a1e3649b1565a5d1ae9528,2021-02-12T03:43:16.069Z,5e6eb540c101911ebd71e9e9
3438,,,,,,,,,,,bf53fb851d4957b977262463b6851601,2020-06-01T12:49:27.560Z,5e6eb540c101911ebd71e9ea
3440,,,,,,,,,,,0f6e412f666357f71310e7826d1c2c35,2020-06-01T12:49:27.562Z,5e6eb540c101911ebd71e9eb
3439,,,,,,,,,,,5689b8c7c34418e9c81fb9517f85d963,2020-06-01T12:49:27.561Z,5e6eb540c101911ebd71e9ec
3442,,,,,607025.13,581852.23,,2021-02-12T00:00:00.000Z,,,43156cadd4489c46813bf692b51fda63,2021-02-12T03:43:16.072Z,5e6eb540c101911ebd71e9ed
3441,,,,,0,,,2021-02-12T00:00:00.000Z,,,ad5707db3c036ed9e1f7d5bbb5cf3bfa,2021-02-12T03:43:16.071Z,5e6eb540c101911ebd71e9ee
3444,,,,,,,,,,,e03b1fde7f5d8a403c1cd2361edc7b8c,2020-06-01T12:49:27.565Z,5e6eb540c101911ebd71e9ef
3443,,,,,,,,,,,542f383b930b7103fc42ba15788f6793,2020-06-01T12:49:27.565Z,5e6eb540c101911ebd71e9f0
3445,,,,,,,,,,,ee8875c46ba7f81da0015a2eef91faa7,2020-06-01T12:49:27.559Z,5e6eb540c101911ebd71e9f1
3447,,,,,,,,,,,a8a2b061636704b11e87033d42c31e88,2020-06-01T12:49:27.567Z,5e6eb540c101911ebd71e9f2
3446,,,,,,,,,,,cd54bae16b63ec76feada5197c260f42,2020-06-01T12:49:27.563Z,5e6eb540c101911ebd71e9f3
3448,,,,,,,,,,,6e14c58a322076b8cc9b70a04a5fbef2,2020-06-01T12:49:27.566Z,5e6eb540c101911ebd71e9f4
3449,,,,,,,,,,,3f8f47a356eb2b2aa848b8ba9bfef3a1,2020-06-01T12:49:27.583Z,5e6eb540c101911ebd71e9f5
3450,,,,,,,,,,,39f6375321db5de06f6efdf2c806fcb9,2020-06-01T12:49:27.584Z,5e6eb540c101911ebd71e9f6
3451,,,,,,,,,,,c0e368aeec8878432fa8ffaf899b40ce,2020-06-01T12:49:27.584Z,5e6eb540c101911ebd71e9f7
3452,,,,,,,,,,,0ff0467bda1f52b41fb6ce25370d8422,2020-06-01T12:49:27.585Z,5e6eb540c101911ebd71e9f8
3453,,,,,,,,,,,ab4a5fdbc84d30a1433f16735f4cd9d7,2020-06-01T12:49:27.586Z,5e6eb540c101911ebd71e9f9
3454,,,,,,,,,,,2a3706ec0775f845d6c5b1cd0d494861,2020-06-01T12:49:27.582Z,5e6eb540c101911ebd71e9fa
